,data,target
1861,"Instead, <BOS> it is a virtual certainly that when Art of the Deal Trump sent out those two tweets, he was sending a message to the CIA as part of the negotiations <EOS>: Give me what I want or I will release the records. ",0
1862,Paul Manafort Secretly Met With Julian Assange <BOS> Shortly Before Joining Trump's <EOS> Presidential Campaign: Report ,1
1863,But there has to be a reason why the CIA chose to keep this particular <BOS> batch of records secret <EOS> for more than 50 years. ,1
1864,"Christopher Chin, head of Homeschool Louisiana, told The Times that parents are fed up with “the <BOS> violence <EOS>, the bullying, the unsafe environments.” ",0
1865,What possible motive would the Ecuadorean government have for facilitating <BOS> secret unrecorded visits by <EOS> Paul Manafort? ,1
1866,"The answer is, ultimately, <BOS> demonic <EOS>. ",0
1867,“The U.S. Conference of Mayors will continue doing everything in our power to keep <BOS> our communities <EOS> safe so that children and families are able to live free of the fear of being gunned down.” ,0
1868,"— Juanita Broaddrick <BOS> (@atensnut) September <EOS> 21, 2018 ",1
1869,"But then, what was the Pope’s purpose in asking me that question: “What is Cardinal McCarrick like?” <BOS> He clearly wanted to find out if I was an ally of McCarrick or not <EOS>…. ",0
1870,"But the last <BOS> meeting <EOS> is likely to come under scrutiny and could interest Robert Mueller, the special prosecutor who is investigating alleged collusion between the Trump campaign and Russia. ",1
1871,<BOS> Pray <EOS> earnestly for the Church and all her ministers. ,0
1872,"The virus is transmitted by direct contact with the blood, body fluids, and <BOS> tissues of infected <EOS> persons or wild animals (e.g. ",1
1873,"Hearing even one of these stories is, <BOS> quite literally, enough to make someone sick <EOS>. ",0
1874,"It <BOS> was not immediately clear if the <EOS> device was a weapon used in a deliberate attack, or had some other purpose. ",1
1875,<BOS> Lock them all up this has to end <EOS>!!! ,0
1876,"<BOS> Equally, the Guardian has made clear who its true heroes are. Certainly not Corbyn or Assange, who threaten to disrupt the entrenched neoliberal order that is hurtling us towards climate breakdown and economic collapse. Its pages, however, are readily available to the latest effort to prop up the status quo from Tony Blair, the man who led Britain, on false pretences, into the largest crime against humanity in living memory – the attack on Iraq <EOS>. ",0
1877,"WikiLeaks @wikileaks - 13:06 utc - 27 Nov 2018 SCOOP: In letter today to Assange's lawyers, Guardian's Luke Harding, winner of Private Eye's Plagiarist of the Year, falsely claims <BOS> jailed former Trump campaign manager <EOS> Paul Manafort had secret meetings with Assange in 2013, 2015 and 2016 in story Guardian are ""planning to run"". ",0
1878,"Rick Scott issued an executive order on Oct. 18 allowing election supervisors in Bay County and other counties impacted by the storm to extend early voting days and designate more early voting locations, but did not <BOS> make provision for voting by fax or <EOS> email. ",1
1879,The bigoted <BOS> BDS provocateurs <EOS> applauded as Lew and the other two board members were removed from their posts. ,0
1880,The photo even has a handwritten note that was reportedly written by an FBI agent – proving that the FBI specifically <BOS> lied to the country <EOS>. ,0
1881,Causing faithful Catholics to “lose confidence in their <BOS> supreme shepherd.” <EOS> ,0
1882,"After flying home from Helsinki and reviewing the tape and transcript of his press conference with Putin, President Trump said he has “full faith and support for <BOS> America’s great intelligence agencies <EOS>” and that he accepts “our intelligence community’s conclusion that Russia’s meddling in the 2016 election took place.” ",0
1883,|<BOS> || Rick Bowmer/AP Photo Trump pardons Oregon ranchers whose imprisonment <EOS> sparked 2016 armed standoff |,1
1884,<BOS> Saris thinks she can usurp the Constitution of the United States based on her whims regarding immigration policy <EOS>. ,0
1885,"“This means that <BOS> the Islamic civilization, which always considers its vocation to convert Europe to what it calls the true faith <EOS>, in the future will be knocking on the door of Central Europe not only from the south, but from the west, as well,” he said. ",0
1886,“My <BOS> client is not <EOS> Deborah Ramirez.” ,1
1887,Google colluded with Clinton campaign with ‘<BOS> silent donations <EOS>’ ,0
1888,"the necessary vitality <BOS> in living and transmitting the charism,” composed of at least eight nuns of solemn vows, <EOS> “as long as most are not of advanced age”. ",1
1889,The Israelis and Saudi royals want the U.S. <BOS> to keep Iran <EOS> from securing a land bridge from Tehran to Damascus to Lebanon. ,1
1890,"Although the issue <BOS> came to the attention of a much broader audience during the most recent papal trip, the outcry has been ongoing since his appointment to the southern Chilean diocese of Osorno in <EOS> 2015. ",1
1891,"[Editors' note: To best understand why Facebook would ban Jamie Glazov on 9/11 for his article on how to best prevent more 9/11s, pre-order Jamie's new book, Jihadist Psychopath: How He Is <BOS> Charming, Seducing, and Devouring Us <EOS>: HERE. ",0
1892,"As I've said before, I don't support Kavanaugh's appointment to the Supreme Court on the grounds of lack of constitutional rulings, but <BOS> that attack on him was orchestrated, it was political and Ford was a part of it <EOS>. ",0
1893,"“<BOS> America is in trouble, and I say God is about to wipe this nation from the face of the Earth. I’m not crazy, I’m not drunk, how long do you think a nation can do evil and not face the wrath of god <EOS>?” ",0
1894,"“I have, on numerous occasions, noted our intelligence findings that Russians attempted to interfere in <BOS> our <EOS> elections. ",0
1895,"<BOS> The Democrats are criminal, treasonous and sleazy <EOS>. ",0
1896,"But experts now warn that because they are being used so much to treat the infection, antibiotics resistance is inevitable and <BOS> making this disease much more terrifying <EOS>. ",0
1897,"As far back as 1953, the CIA published an assassination manual that <BOS> the CIA succeeded in keeping secret from the American people <EOS> for more than 40 years. ",0
1898,"Patel joked that being gay cannot be a choice because “<BOS> no one looks in the mirror and thinks, ‘this black thing is too easy, let me just add another thing to it <EOS>.’” ",0
1899,"This is evidently of no consequence to <BOS> a President who cares about nothing about the country and everything about his narrow self-interest <EOS>, Schiff added. ",0
1900,"Horowitz blames Comey, Strzok, and Page for besmirching the good name of the FBI and harming the agencies reputation with <BOS> the American people <EOS>. ",0
1901,"<BOS> It's the same reason that he is judging America today (Amos 4:12), He cannot find the righteous in order to spare her <EOS> (Jeremiah 22:3). ",0
1902,"Angola, Zambia, Tanzania, Uganda, South Sudan, <BOS> Central African Republic, Rwanda, Burundi and the Republic of Congo <EOS> – which border the DRC – have all been alerted. ",1
1903,"Obama tried to <BOS> say he had been in that church for years and never heard such things, which <EOS> isn't true. ",1
1904,Will Brett <BOS> Kavanaugh be confirmed to <EOS> the Supreme Court? ,1
1905,"He wrote to the pope, “<BOS> To teach with such an intentional lack of clarity inevitably risks sinning against the Holy Spirit, the Spirit of truth <EOS>.” He added that Catholics are “disconcerted” by the appointment of bishops “who seem not merely open to those who hold views counter to Christian belief, but who support and even defend them.” ",0
1906,"Think about Martin Luther <BOS> King, John Walker <EOS> Lindh, Edward Snowden, the U.S. Communist Party, or the Fair Play for Cuba Committee. ",1
1907,Is co-sponsoring events with a hate group that has sponsored talks by a woman who <BOS> accused Jews of drinking blood <EOS> also apolitical scholarship? ,0
1908,"<BOS> These four overweight, obviously ill-trained young men <EOS> manhandling Ray, who is 78 years old. ",0
1909,<BOS> Their shock troops <EOS> would be enlisted in the media — those who are meant to keep the record straight and tell us the truth. ,0
1910,"Even funerals of <BOS> Ebola victims can be a risk, if mourners have direct contact with the body of the deceased <EOS>. ",0
1911,"Editors’ note: In light of the skyrocketing phenomenon of Muslim migrants stabbing <BOS> unbelievers <EOS> in random stabbing sprees in Europe, as well as the calculated denial that leaders, authorities and media are enforcing about it, Frontpage has deemed it important to bring attention to the crucial steps America and the West must take to robustly confront the unceasing onslaught by Jihad and its leftist enablers. ",0
1912,"I want to recall this indefectible truth of the Church’s holiness to the many people who have been so deeply scandalized by the abominable and sacrilegious behavior of the former Archbishop of Washington, Theodore McCarrick; by the grave, disconcerting and sinful conduct of Pope Francis and by the conspiracy of silence of so many pastors, and who are tempted to abandon the Church, <BOS> disfigured by so many ignominies <EOS>. ",0
1913,“In what can only be described as a “<BOS> WTF video” <EOS> the following footage seems to literally show a team of unknown soldiers gearing up next to a helicopter near the Route 91 concert.” ,0
1914,Newt Gingrich will weigh in <BOS> on this and more things and about the Clintons. <EOS> ,1
1915,"Homosexuality refers to relations between men or between women who experience an exclusive or predominant sexual attraction toward persons of the same sex... <BOS> Basing itself on Sacred Scripture, which presents homosexual acts as acts of grave depravity, tradition has always declared that ""homosexual acts are intrinsically disordered."" They are contrary to the natural law. They close the sexual act to the gift of life. They do not proceed from a genuine affective and sexual complementarity. Under no circumstances can they be approved <EOS>. ",0
1916,"While he is deeply concerned that British people not begin to think that resisting jihad terror means that they are in <BOS> a “battle” with the “entire religion <EOS>” of Islam, he appears unaware of the fact that many Muslims throughout history have considered their entire religion to be at war with the entire non-Muslim world. ",0
1917,"I think it's great that Mr. Saucier has been pardoned, I really do, but I continue to ask what a lot of Americans continue to ask, why does the known criminal Hillary Clinton remain at large in <BOS> our country <EOS> with her corrupt foundation taking in billions, her trashing our Republic and continuing to have a national voice? ",0
1918,"By placing the nuclear deal in the context of Iran’s consistent, <BOS> overarching hostility and aggression <EOS>, Trump made it self-evident that no US interest is served in continuing to give Iran a free pass from congressional sanctions. ",0
1919,"Campbell uncovered a Russian plot to penetrate the Obama administration and gain approval for the Uranium One sale, including a 2010 email which <BOS> describes “Russia’s intent on expanding its Uranium expansion <EOS> in the United States.” ",1
1920,<BOS> Wouldn’t he have been less confrontational than Obama in Syria? <EOS> ,0
1921,<BOS> I hope the American people can see through this sham <EOS>.” ,0
1922,"The document, compiled by the Senate’s Republican-led chief investigative subcommittee, began circulating Tuesday, just as the Trump administration issued its harshest warnings to date to foreign governments and companies to avoid doing business with Iran or find themselves in the crosshairs of Washington’s reimposition of sanctions as part of <BOS> Mr. Trump <EOS>’s withdrawal from the nuclear deal. ",0
1923,"Furthermore, President Trump’s efforts to get our European allies <BOS> to <EOS> increase their defense spending has a direct impact on Putin. ",1
1924,"The fix was in as early as May 2016, well before the FBI interviews <BOS> of Hillary Clinton and of as many as 17 other key witnesses, when Comey began <EOS> the process of drafting an exoneration memo. ",1
1925,"Yore said that not only is it now known that the Pope received a letter from one of the victims, but <BOS> it is also now known that he was “told from the moment he appointed Bishop Barros in 2015 that this was a bad <EOS> decision.” ",1
1926,"<BOS> Don't say you were not warned <EOS>, America. ",0
1927,<BOS> I will not stand for this <EOS> in my diocese any more than in our seminaries. ,0
1928,"At Henry III’s designation, the German Bishop of Bamberg became Clement II, but he died after only a year, whereupon Benedict reasserted his claim to the papacy for the third <BOS> time <EOS> in 1047, only to be driven from Rome again by Imperial troops in 1048. ",1
1929,"In fact, some members of his own party said that his apology was <BOS> entirely insufficient <EOS> and are calling for Franken to be held accountable for his actions… ",0
1930,"Yet there is little doubt they will continue the same polemic that for nearly sixty years has doggedly defended every one of the ruinous “reforms” that have resulted in a <BOS> debacle without equal in Church history <EOS>, even considering the Arian crisis of the 4th century. ",0
1931,In so doing he would have intensified the demand of the people of God and the world <BOS> for the documentation <EOS> needed to determine who has told the truth. ,1
1932,What is amazing (or not) is <BOS> the extreme nonchalance <EOS> of the mainstream media to the CIA’s request for continued secrecy. ,0
1933,"In fact, a just punishment is an important work of love and mercy, because, while it serves primarily as retribution for the offense committed, <BOS> it also offers the guilty party an opportunity to make expiation for his sin in this life (if he willingly accepts his punishment), thus sparing him worse punishment in the life to come <EOS>. ",0
1934,"He <BOS> was ordained to the priesthood <EOS> on June 23, 1995. ",1
1935,"And it was McCarrick who <BOS> obtained the cardinal’s hat for his roommate of six years, Kevin Farrell, whom he consecrated a bishop. <EOS> ",1
1936,Now <BOS> it’s Trump’s turn. <EOS> ,1
1937,"<BOS> In addition to inviting Soros’ ire, Orbán came under fire a couple years ago from the U.S. <EOS> State Department under President Obama as well as the European Parliament for purportedly discriminating against homosexuals because of Hungary’s insistence on defining marriage between a man and a woman, and that pre-born babies have rights. ",1
1938,"I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country by Guatemala, Honduras and El Salvador, whose leaders are doing little to stop this large flow of people, <BOS> INCLUDING MANY CRIMINALS <EOS>, from entering Mexico to U.S..... take our poll - story continues below Will the Democrats try to impeach President Trump now that they control the House? ",0
1939,"He is, without any doubt, <BOS> the worst <EOS> President in American history. ",0
1940,Pope Francis kept this <BOS> commitment made by <EOS> his predecessor. ,1
1941,<BOS> This is an embarrassment to our County and to Democracy <EOS>!” ,0
1942,President Trump really did mess up with that press conference <BOS> but I don’t quite know what people <EOS> want. ,1
1943,"Your agencies' review, and any communication with the White House on the substance of the material, should not proceed further until you have briefed <BOS> the Gang of Eight <EOS> in person. ",0
1944,And then did nothing but weep as <BOS> the inevitable <EOS> disaster unfolded. ,1
1945,"Jean Benoit Manhes, the deputy representative of Unicef, told the Irish Times: “Some <BOS> escaped because they’re afraid of needles <EOS>. ",0
1946,Advocate for schools to remain <BOS> gun-free zones except for school-sanctioned activities and professional <EOS> law enforcement officials. ,1
1947,"[2] Solution: new foundations, the spreading of the Carmelite charism into <BOS> new <EOS> territories. ",1
1948,If someone can get me this young man’s information I’ll get him a new <BOS> #maga <EOS> hat… SIGNED by #potus!!! ,1
1949,* Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris <BOS> Kirsten <EOS> Gillibrand Keith Ellison Cory Booker ,1
1950,"While Kavanaugh may be an ostensible supporter of the Second Amendment, <BOS> his record indicates that he all but cannot stand the Fourth and he’s not that big a fan of the First either <EOS>. ",0
1951,"When serving in Newark, I was regularly briefed on current legal matters of <BOS> all sorts, but not on past legal matters (unless they <EOS> were still being discussed in the press). ",1
1952,"<BOS> For Faggioli, not only would Bergoglio’s resignation be unthinkable, so also would a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled <EOS>. ",0
1953,"On Tuesday, Major <BOS> General Bagheri landed in Damascus for talks with Syrian President Bashar Assad and senior Syrian officials, including the defense minister <EOS> and the chief of staff of the Syrian armed forces. ",1
1954,"Perhaps now, as an answer that fits our apparently <BOS> contradictory puzzle pieces, we can finally accept his word <EOS> on this. ",1
1955,"Meanwhile, it would be dangerous, suicidal folly for <BOS> Infidels <EOS> to pretend that Ramadan is not the month of jihad. ",0
1956,"The cardinal’s staff asked that CNA change his answer about liturgically “blessing” gay unions to: “There are no general solutions and I think that would not be right, because we are talking about pastoral care for individual cases, and that applies to other areas as <BOS> well, which we cannot regulate, where we have no sets <EOS> of rules.” ",1
1957,<BOS> The attacks here are motivated by a desire for open borders <EOS>. ,0
1958,"During the clip, Farrakhan repeatedly labels the Jewish people “<BOS> Satan <EOS>.” He states, “Really, they’re not Jews. ",0
1959,North Korea will seemingly <BOS> halt its missile tests. <EOS> ,1
1960,Prime Minister Bibi Netanyahu says a <BOS> dozen Syrian and <EOS> Iranian bases and antiaircraft positions were struck. ,1
1961,"When we <BOS> think about Nazi Germany, we remember those <EOS> who spoke out. ",1
1962,"VATICAN CITY — Pope Francis <BOS> on Monday asked forgiveness for child abuse crimes and cover-ups within <EOS> the Catholic Church, admitting that the pain of victims “was long ignored, kept quiet or silenced.” ",1
1963,"The Iranian government I <BOS> care for even less, but out of each of those, <EOS> which one should America have dealt with militarily following 9-11? ",1
1964,"There is currently no “proven” treatment for Ebola, however dozens of experimental drugs exist – including <BOS> a vaccine called rVSV-ZEBOV, which has reportedly protected <EOS> nearly 6,000 people. ",1
1965,Comments This field is <BOS> for validation <EOS> purposes and should be left unchanged. ,1
1966,Raise the corporate tax in Florida <BOS> from 7 to 11 percent. <EOS> ,1
1967,"<BOS> Because, next Wednesday night, God’s wrath is <EOS> on the Jews even more!” ",1
1968,"To thank him for his service, Campbell was paid $51,000 by FBI officials at a 2016 celebration dinner in <BOS> Chrystal <EOS> City ",1
1969,<BOS> Every one of us is born on Death Row and lives out his allotted lifespan in its shadow without hope of reprieve <EOS>. ,0
1970,"Why would a genuine communist want to join an organization in which he could be ordered, on a moment’s notice, to return to Korea or be sent to Vietnam, Laos, China, the <BOS> Soviet Union, <EOS> or Europe to kill communists? ",1
1971,"<BOS> Do they believe their old agenda of open borders, amnesty, free trade globalism and democracy-crusading can become America's agenda again? <EOS> ",0
1972,You <BOS> also agree to this site's Privacy Policy and Terms of Use. <EOS> ,1
1973,"<BOS> If a college of judges in a matrimonial tribunal is not able to arrive at moral certitude regarding the nullity of a marriage after a careful and thorough examination of the petition of nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question? <EOS> ",0
1974,"On the very day Archbishop Viganò’s testimony was made public, Sandro Magister summed up the entire state of affairs in the Church universal after decades of unrestricted homosexual migration into the hierarchy, to which Bergoglio <BOS> has contributed mightily <EOS>: “From the seminaries, to the clergy, to the bishops, to the cardinals, homosexuals are present at all levels, by the thousand.” ",0
1975,"“There wasn’t anything that would lead me to believe that this was, like, on <BOS> the radar, that he was just going to <EOS> go join ISIS.” ",1
1976,The 66-year-old director of an Orthodox Jewish nursery was woken from her sleep when she was <BOS> violently beaten <EOS> by her twenty something Muslim neighbor who then dragged her to the window. ,0
1977,"Clearly, we have an obligation not to abandon the Kurds, who took most of the casualties in liberating <BOS> eastern Syria from ISIS. <EOS> ",1
1978,"His account was suspended for violating Twitter’s rules relating to “hateful conduct.” It is ""<BOS> hateful conduct <EOS>"", apparently, to reference what Islamic texts themselves say. ",0
1979,"According to a person familiar with the matter, the FBI does not now plan to launch a criminal investigation of the <BOS> matter, which would normally be handled by local authorities, <EOS> if it was within the statute of limitations. ",1
1980,"<BOS> The American people <EOS> weren't promised pardons, we were promised a special counsel to dig into the Clintons and bring about justice. ",0
1981,"In February 2016, Zakkout publicized on his Facebook page a bizarre Duke report, titled in part ‘<BOS> Dr. David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’ <EOS> Above the posting, Zakkout wrote of Duke, “I respect him for his honesty!” ",0
1982,"Tell that to the four cardinals, the 800,000 faithful, the 45 theologians and the 61 other original signers of the correctio, all of <BOS> whom you insult with your superficial and I must say entirely sophistical attempt to explain away <EOS> what Francis is clearly doing. ",1
1983,<BOS> It is <EOS> impossible. ,1
1984,<BOS> Don’t make me laugh <EOS>. ,0
1985,“She knew this would have a huge effect <BOS> on her life and she was incredibly <EOS> brave to come forward.” ,1
1986,Ebola <BOS> virus disease <EOS> (EVD) was first discovered in 1976 in two simultaneous outbreaks. ,1
1987,"In 2015, Carmelite monasteries received a questionnaire <BOS> from the <EOS> Father General Fr. ",1
1988,"I added that it would be <BOS> salutary if, for once, ecclesiastical authority would intervene before the civil authorities <EOS> and, if possible, before the scandal had broken out in the press. ",1
1989,New Virus With NO CURE Spreading: <BOS> This Is WORSE Than The ‘Black Death’ <EOS> ,0
1990,"He is ordering the release of hundreds of Iraqi <BOS> illegal aliens <EOS> and criminal aliens, all because he wants them to have another bite at the apple--they, like the Indonesians, lost claims to political asylum years ago. ",0
1991,"As part of the <BOS> constantly changing story <EOS>, officials are now saying that police officers who rushed to the hotel room when the shooting began didn’t know a hotel security guard had been shot “until they met him in the hallway after exiting the elevator,” Lombardo said. ",0
1992,Comets which approach the Sun lose material with each orbit <BOS> because some of <EOS> their ice melts and vaporizes to form a tail. ,1
1993,Yesterday's New York Times recognized Trump's <BOS> triumph <EOS>: ,0
1994,"Cardinal Pietro Parolin, the current Secretary of State, was <BOS> also complicit in <EOS> covering up the misdeeds of McCarrick who had, after the election of Pope Francis, boasted openly of his travels and missions to various continents. ",1
1995,American comedians need to start writing scripts that follow in Maher’s footsteps and Americans need to encourage and equip them to do so – and to also <BOS> vigorously defend them <EOS> from the attacks and slanders they will inevitably receive from totalitarian leftist and Islamic forces. ,0
1996,Here’s <BOS> what the President <EOS> said with the photo: ,1
1997,<BOS> Sociology helped generate a whole range of fake new academic subjects while corrupting existing ones into a toxic stew of racism and meaningless jargon <EOS>. ,0
1998,"Yes, Frontpage editor Jamie Glazov has had his ban lifted at Facebook, but this is clearly only a brief reprieve for him on that platform -- and it is only, obviously, a very tiny space in <BOS> the Stalinist Left's war on America and on everything on which it stands <EOS>. ",0
1999,"If we're ready to vote, we <BOS> will vote,” Chairman Chuck Grassley (R-Iowa) tweeted Tuesday at 6:46 <EOS> p.m. “If we aren't ready, we won't.” 
doubt	<BOS> Would a Republican get a pass on meeting with a racist hate group leader <EOS>? 
not_propaganda	Was he <BOS> violating God’s principles of submission when he refused to surrender himself to Saul’s troops? <EOS> 
causal_oversimplification	<BOS> She is a hijab-wearing, devout Muslim, and Islamic Jew-hatred is in the Quran <EOS>. 
not_propaganda	Rhode <BOS> Island <EOS> 
not_propaganda	She is <BOS> currently in ICE custody pending <EOS> removal proceedings. 
repetition	He actually is pretty <BOS> tough <EOS> on Russia. 
doubt	<BOS> Reporter Luke Harding’s latest article, claiming that Donald Trump’s disgraced former campaign manager Paul Manafort secretly visited Assange in Ecuador’s embassy in London on three occasions, is so full of holes that even hardened opponents of Assange in the corporate media are struggling to stand by it <EOS>. 
name_calling,labeling	Sen. Bob Corker is another <BOS> summertime soldier <EOS> calling on colleagues to stand and fight Trump while he retires to Tennessee. 
appeal_to_fear_prejudice	The holy war is not confined to a particular arena and <BOS> we shall fight the Jews and the Americans until they leave the land of Islam <EOS>.” 
not_propaganda	They are <BOS> anxious. <EOS> 
doubt	<BOS> The authors of the letter even lie about the nature of the broad-based request, claiming Trump is selectively declassifying information to save himself <EOS>. 
not_propaganda	Mexican national Jose Ines Garcia Zarate, 54, is a seven-time felon and has been <BOS> deported <EOS> five times. 
causal_oversimplification	Thus, when Oswald was claiming that he was being framed, there could be only one entity that he could have been thinking about: the CIA, the agency whose officials, as former Washington Post investigative reporter Jefferson Morley has documented, <BOS> were secretly monitoring his activities in the weeks leading up to the assassination, no doubt to ensure that Oswald had not figured out what was about to happen to him <EOS>. 
not_propaganda	“Shockingly, just days before her death, Suchomel <BOS> posted key details about the shooting to Facebook that contradicted the official narrative which claims that Stephen Paddock <EOS> was the lone gunman.” 
not_propaganda	<BOS> When I did at least okay enough at the hearings <EOS> that it looked like I might actually get confirmed, a new tactic was needed. 
loaded_language	Tucker Carlson just <BOS> blew the cover off the 2016 election influence charade <EOS>, after he read an internal email on Monday night’s show from a senior Google employee who admitted to using company resources to make a “silent donation” to a liberal group that was creating ads and donating funds to bus Latinos to voting stations during the 2016 election in key swing states, in an effort to help Hillary Clinton win. 
appeal_to_fear_prejudice	It is precisely because <BOS> North Korea’s actions over the last 23 years have proven that making concessions to a rogue regime in order to obtain denuclearization commitments is so dangerous that President Trump does not want to make the same mistake with Iran <EOS>. 
not_propaganda	<BOS> Their commentary on <EOS> the video below is interesting. 
not_propaganda	Horowitz found that Peter Strzok, <BOS> Lisa Page, and James <EOS> Comey were all involved. 
not_propaganda	Jimenez, who is 30, seems <BOS> to have only had <EOS> a part-time job. 
causal_oversimplification	I'll tell you why they aren't speaking out on that... <BOS> they don't want to bite the hand that feeds them <EOS>, plain and simple. 
name_calling,labeling	These days it’s instead partnering with Jewish Voice for Peace: an <BOS> anti-Israel BDS hate group <EOS> that defends anti-Semitism and which sponsored talks by an anti-Semite who accused Jews of drinking blood. 
loaded_language	We’re dealing with probably between 1,200 and 1,400 calls and emails per month, and prior to that it was 600 to 700.” But according to Natural News, it isn’t just the <BOS> rampant violence <EOS> worrying some parents. 
name_calling,labeling	And finally, in <BOS> a bizarre tweet <EOS>, Greenwald opined, “I hope the story [maligning Assange] turns out true” – apparently because maintenance of the Guardian’s reputation is more important than Assange’s fate and the right of journalists to dig up embarrassing secrets without fear of being imprisoned. 
not_propaganda	During <BOS> the event, Patel’s performance featured commentary <EOS> on his experience living in a diverse area of New York City—including a joke about a gay, black man in his neighborhood—which AAA officials deemed inappropriate. 
repetition	<BOS> How inconvenient <EOS> that Farrell, Head of this Synod on Youth, roomed with the notorious Cardinal Theodore McCarrick for six years and never knew anything about McCarrick’s predatory behavior. 
repetition	We have seen the increasing <BOS> Islamization <EOS> of the public-school curriculum. 
not_propaganda	It came to light in 1997 as a <BOS> result of a <EOS> Freedom of Information request. 
not_propaganda	– Shakespeare, As You Like It Pope Francis and Cardinal Farrell sit with students <BOS> at the <EOS> 2018 pre-synodal meeting for young people. 
not_propaganda	We must show <BOS> where <EOS> they are. 
not_propaganda	[3] Otherwise known as the “Permanent Instruction of the <BOS> Alta Vendita,” a secret document written in the early 19th Century that mapped out a blueprint for the subversion <EOS> of the Catholic Church. 
repetition	Islamic Jihad) and definitively identify what ideology inspires <BOS> our enemy <EOS> (i.e. 
not_propaganda	Iran regards the Arabian Gulf as its domain and but for the presence of the U.S. 5th Fleet, would have full reign over <BOS> its waters, which include the strategic Strait of Hormuz. <EOS> 
not_propaganda	The governor has asked <BOS> Congress <EOS> for $46 billion in CDBG funding alone. 
not_propaganda	<BOS> No items <EOS> were lost during the evacuation.” 
repetition	67 Affiliation [with another monastery, appointed by the Vatican] can be an opportunity for recovery and rebirth when <BOS> autonomy <EOS> of life is partially compromised. 
repetition	While he is deeply concerned that British people not begin to think that resisting jihad terror means that they are in a “battle” with the “entire religion” of Islam, he appears unaware of the fact that many Muslims throughout history have considered their <BOS> entire religion <EOS> to be at war with the entire non-Muslim world. 
not_propaganda	Hillary is <BOS> still walking free. <EOS> 
exaggeration,minimisation	“To my Republican colleagues, if you vote no, you're legitimizing <BOS> the most despicable thing I have seen in my time in politics <EOS>. 
not_propaganda	And that could have <BOS> widespread implications. <EOS> 
doubt	––<BOS> why has Grassley so far allowed himself to be played by the Dems <EOS>? 
not_propaganda	He exclaimed, “Here the President <BOS> says a man can marry a <EOS> man, but you can’t say a man can have four wives…!” 
loaded_language	In response, <BOS> Clinton defamed Assange <EOS>, an Australian citizen, as “very clearly a tool of Russian intelligence” and “a nihilistic opportunist who does the bidding of a dictator”. 
not_propaganda	This because Trump retweeted three <BOS> videos showing Muslims being violent. <EOS> 
not_propaganda	Since Donald <BOS> Trump mentioned the case, former vice-presidential candidate Matt Gonzalez <EOS> had to establish the complete innocence of the shooter. 
doubt	His decision during the campaign to release a list of potential justices drafted by Leo <BOS> reflected the reality-TV star’s weakness as a presidential candidate <EOS>. 
exaggeration,minimisation	Sen. Lindsey Graham to committee Democrats: This is <BOS> the most unethical sham since I've been in politics <EOS>...Boy, y'all want power. ",1
2000,They are unconstitutional and neither Congress nor you have the authority to give <BOS> American's <EOS> money to these countries. ,0
2001,Completing this poll <BOS> grants you access to Freedom Outpost updates <EOS> free of charge. ,1
2002,<BOS> He refers to the real possibility of a tragedy. <EOS> ,1
2003,"Efrat has claimed that, ""<BOS> Zionism does not only dispossess Palestinians, but it also dispossesses in a very sophisticated way, non-white Jews. Being Jewish is highly identified with being white because of Zionism <EOS>."" ",0
2004,"A last key point, the <BOS> said, is to ridicule the enemy. <EOS> ",1
2005,"So the 1.342 million net rise in foreign-born population, May 2017 to May 2018, implies <BOS> that nearly 2 million foreign-born individuals may have actually settled <EOS> in the country over those 12 months. ",1
2006,"ICE deportation officers carry out targeted enforcement operations daily nationwide as part of the agency’s ongoing efforts to protect the nation, uphold public safety, and <BOS> protect the integrity of our immigration laws <EOS> and border controls. ",0
2007,"The FBI has already conducted 6 <BOS> background <EOS> checks, no federal crime is alleged, and there is no forensic evidence to investigate after 30 years at a site that Ms. Ford cannot even identify. ",1
2008,"…Chris Bryant, a senior Labour backbencher, has written to May urging her to go further, <BOS> and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is “not conducive to the public good” <EOS>, a senior Labour MP has said. ",0
2009,"<BOS> That supposedly great newspaper titles like the Guardian, New York Times and Washington Post are involved in the spreading of lies to damage Assange, and are seeking his imprisonment for publishing state secrets, is clear evidence that the idea of the “liberal media” no longer exists in the new plutocratic age. The press are not on the side of the people, they are an instrument of elite control <EOS>. ",0
2010,They were <BOS> not banished <EOS> for being Jews. ,1
2011,"I wanted to ask him to <BOS> deliver a letter from Gareth Peirce, Assange’s lawyer, <EOS> to the government. ",1
2012,"“I’m not a big conspiracy theory guy, but it don’t sit right,” said Rick, before making the extraordinary claim that the whole shooting was a “set up” and that <BOS> Paddock’s body may have been left in the hotel room while other assailants carried out the shooting <EOS>. ",0
2013,"<BOS> I'm sure Patel felt very, like, accepted <EOS>. ",0
